mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zcr_mean,tempo,rms_mean,filename,genre
-18.580345,78.19708,7.4685125,27.908121,8.378437,6.24694,3.3466022,10.416139,-5.770771,8.871845,7.8834786,1.679918,0.23992273,37.76943,21.339764,17.123112,11.979269,13.341951,8.819336,10.911535,8.549943,7.7179093,10.203638,8.950495,7.0002003,7.448307,0.2805571,0.3696229,0.384962,0.2740451,0.36649296,0.39068577,0.5642044,0.42069978,0.25935048,0.25661588,0.34063393,0.37084466,2631.139917905491,710.8165515587751,5758.798510666602,2712.657348864244,0.12259903190305728,112.34714673913044,0.2353124,folklore_40.wav,folklore
-70.12093,99.49366,-7.0025625,16.810965,-0.936444,4.4067745,2.5119526,10.627804,-8.890314,8.19328,8.440114,-0.18208463,-0.79862124,48.155315,21.122883,18.217445,13.31345,16.023579,12.46746,10.840358,10.139897,12.707805,9.721681,10.860308,8.505744,7.652946,0.26146314,0.24982993,0.3586612,0.29615277,0.34129542,0.24769226,0.45408544,0.5014363,0.30063733,0.29717517,0.28071862,0.486462,2058.314154251178,568.3739249071914,4181.774713380418,2309.4994820753354,0.0930629293246904,107.666015625,0.18691319,folklore_41.wav,folklore
-80.67339,87.49325,27.474697,19.04964,8.976418,7.1524744,3.4074533,6.8665147,-5.7665305,10.56862,9.588689,-4.9585066,-0.060085334,39.527317,22.256025,18.636948,12.250789,13.781999,9.174988,10.480006,8.490442,8.755481,9.256423,9.526788,8.377774,8.196053,0.31812567,0.4764614,0.33508158,0.24669982,0.18351498,0.30465722,0.48662007,0.28867275,0.2855192,0.2566126,0.3188436,0.26707372,2450.3096764172024,844.1756616173078,5740.356955513496,2823.2616668756855,0.09486186024574303,117.45383522727273,0.19349901,folklore_42.wav,folklore
-42.494904,105.025635,6.8680553,34.169712,1.8992729,5.070905,2.4804552,7.6551194,-18.962643,4.3757133,2.5953875,-2.0461402,-2.681428,67.55698,30.710442,20.182978,16.64458,19.32415,11.166285,12.2616625,10.482569,12.530709,10.36703,11.025856,9.052801,9.065626,0.3405645,0.29768476,0.35801965,0.35576743,0.3082276,0.32972324,0.425833,0.4955291,0.3488915,0.35737363,0.3337632,0.32143557,1996.3552089162768,727.5676630229603,4097.008559283088,2265.342947120931,0.0857927540876548,107.666015625,0.28412968,folklore_43.wav,folklore
-46.539238,100.913025,-9.048754,28.307829,17.174883,4.5141993,-0.22358198,11.7137,1.5192851,7.9976435,0.08775658,2.3315508,0.06780439,34.526,20.294216,15.588198,15.031417,12.007304,10.735025,9.151636,8.347884,9.15047,8.79432,8.488652,7.988213,7.0002265,0.41145036,0.29846403,0.29276922,0.3374967,0.59454626,0.37224963,0.2919621,0.40695697,0.41644537,0.4196591,0.32768518,0.44155696,2063.9841029320423,534.6442175652217,4369.673577181695,2358.3165259151087,0.09170277126064241,103.359375,0.2155132,folklore_44.wav,folklore
-114.062935,98.308685,-10.799341,26.326414,-3.6911073,-3.8297305,-4.650736,-3.752737,-19.355469,0.8090448,2.9451697,-11.619152,-5.3737035,45.393074,24.618622,21.709352,13.251018,15.260563,10.424741,11.757923,9.999804,12.301797,9.337085,9.44238,9.659989,8.391819,0.47420368,0.2924227,0.3558896,0.24768312,0.30736217,0.19512588,0.26534805,0.45841795,0.24276684,0.20604755,0.20605525,0.368311,2093.7001722713912,851.3818199313557,4144.191607306985,2245.9919129903847,0.09234600244291796,117.45383522727273,0.13496456,folklore_45.wav,folklore
-76.51248,106.12944,20.168468,37.195087,9.277117,11.44089,-2.7062924,-1.4180963,-9.005004,-4.178121,-6.947999,-0.64408684,-2.6576233,50.917393,24.373749,15.059294,11.323745,11.973333,10.912356,9.565506,9.01131,7.866189,10.249859,9.302309,10.539128,8.401196,0.20831041,0.26873705,0.24693157,0.19621104,0.26818526,0.24428046,0.34192392,0.24775606,0.39932057,0.59409547,0.31506243,0.33130714,1783.9585314705541,644.1170387121556,4062.967098460478,2338.040709777635,0.06325056235487617,86.1328125,0.2581302,folklore_46.wav,folklore
-58.410683,86.171776,-0.33909678,29.555117,-2.5989268,3.2683635,-2.1204073,6.388672,-4.483793,4.7018166,2.9752927,1.3678725,3.1279025,48.312267,17.301054,19.503485,13.490114,14.842053,9.22824,9.4091015,8.885469,9.237443,9.61222,9.125151,8.305831,8.870159,0.5554263,0.283849,0.29716358,0.23126253,0.40342396,0.5828246,0.2672743,0.21666132,0.20981357,0.32804957,0.26304862,0.27160332,2318.0472843743587,485.91233960735246,5074.335982851199,2492.7899435580534,0.09726774138931889,103.359375,0.18931992,folklore_47.wav,folklore
-145.62224,102.9599,-0.66955274,35.35312,10.7548895,20.255293,-6.7873106,24.33683,-17.331291,7.3432736,1.4724364,9.489023,-12.864738,54.90475,33.663815,22.262419,13.82754,15.621237,10.927632,11.126817,12.165273,10.826551,10.925014,13.969601,9.74681,9.581461,0.39080054,0.29570267,0.28506818,0.33795223,0.44545558,0.3498291,0.40852493,0.37860215,0.31746075,0.37420216,0.38613442,0.47400442,2047.3805620926057,964.2139273998334,4261.724229936629,2262.395104420925,0.09129309875677244,123.046875,0.12223154,folklore_48.wav,folklore
-148.49904,120.95524,10.005653,24.935572,4.871922,-4.792259,-11.578045,7.457175,-19.834707,-9.83449,2.1274734,-9.245158,-9.211072,72.64808,31.357351,22.212328,19.072369,19.456263,13.785128,12.744341,10.297403,16.482897,14.664184,11.165761,11.778136,10.185814,0.2939005,0.32710806,0.46616676,0.31050745,0.22818506,0.18523361,0.26431397,0.30333027,0.22825022,0.27148917,0.28775728,0.38337877,1601.025669487338,618.4299370425177,3151.7392751971265,2067.062098707267,0.05950530911377709,143.5546875,0.16260394,folklore_49.wav,folklore
-86.17012,93.08915,15.275249,10.703956,4.1692896,-0.13851428,-9.692695,-6.684604,-12.130093,-0.35399938,-10.938675,-3.9360647,-6.54986,56.367676,28.597435,19.161602,17.752413,15.860706,13.163988,15.9637785,15.841337,13.355952,12.457506,12.244548,10.144177,11.228008,0.49230197,0.31113532,0.37670493,0.2564294,0.33949578,0.24706587,0.21009791,0.23399572,0.24849032,0.36582747,0.21275096,0.30290905,2351.2534750440263,987.316272507809,5393.759051343605,2696.4482924066174,0.08291937766060371,135.99917763157896,0.20553939,folklore_50.wav,folklore
-59.55066,95.35301,8.794906,26.796486,6.4860244,18.54329,-0.16505569,7.4426565,0.23587655,-1.8745586,9.499171,7.669737,-3.681744,43.646523,22.088865,18.090755,12.844922,13.066008,9.001294,12.08317,9.299669,8.038984,12.368001,12.187053,7.7628136,8.254461,0.32109,0.40949997,0.617921,0.5081731,0.36272594,0.31484345,0.34990314,0.40766618,0.3876831,0.4650695,0.39384592,0.28858414,2194.824617864446,689.3345076764218,4974.06158919674,2527.905114817334,0.08373910059500773,117.45383522727273,0.20635816,folklore_51.wav,folklore
-178.59087,78.94914,-34.275276,-4.4291825,-10.318857,-2.810665,-14.109877,1.6608762,-6.3063703,-0.40305907,-10.484667,-0.713134,-7.774856,136.49524,39.03855,46.1976,26.147366,20.734632,10.837648,13.511734,11.17848,9.2090435,8.990006,11.868334,8.299396,8.476591,0.42629835,0.46581128,0.44129443,0.36606675,0.340912,0.34491888,0.37713856,0.3922152,0.4041266,0.4332391,0.41469273,0.403053,2255.7848557013276,932.6539923659849,4285.049088894399,2154.3724663539265,0.1182634572126548,123.046875,0.09950093,folklore_52.wav,folklore
-175.84776,125.98857,5.791231,28.454576,3.7123208,9.707506,-10.2580805,5.557008,-7.3340015,-3.9578657,-7.6507044,-0.7955991,-2.7439513,44.91038,29.786625,16.689323,16.147528,14.971709,11.7793,13.930859,12.122929,13.3499,12.550378,12.887487,11.06557,11.94635,0.40794286,0.24639736,0.19205116,0.25946483,0.34357727,0.28825784,0.36859035,0.3245343,0.22032784,0.24972837,0.2793011,0.42931154,1464.760737658413,608.345168429096,3064.439803085091,1973.1961603199425,0.0519849464251161,123.046875,0.12311199,folklore_53.wav,folklore
-66.52228,90.96447,10.602138,34.120075,-0.23292385,18.033245,-2.4967618,14.69415,-8.945592,0.94663996,4.639691,-1.2442892,-0.99239665,43.923897,28.525766,17.333971,15.072151,13.020397,9.037232,9.616048,9.707973,8.880966,10.377898,9.586538,7.637342,8.313345,0.34856966,0.27536336,0.3121387,0.34200805,0.38551384,0.35473353,0.46276128,0.40671957,0.27930006,0.32549673,0.35451007,0.49362272,2267.492464631015,770.1181588220578,5106.694120519302,2491.1133604133875,0.0844469572368421,99.38401442307692,0.20935118,folklore_54.wav,folklore
-34.46802,77.70841,-3.6381054,30.00294,9.776213,8.204351,9.651858,13.312673,3.3114524,11.658391,0.6922818,4.5342236,-0.30202132,40.699974,22.977024,14.025552,11.171317,13.878093,9.597356,9.28758,9.192949,13.8106985,10.341366,11.477088,9.827973,10.233348,0.42172143,0.2826796,0.3947685,0.32534045,0.2250476,0.28012568,0.26354817,0.45408985,0.23865552,0.23348999,0.25452352,0.30191398,2403.264919986313,575.4381556658273,5068.6693504498835,2534.0656192963484,0.10425333784829721,107.666015625,0.27493688,folklore_55.wav,folklore
-289.87106,127.79506,1.7704368,61.691063,-15.114194,-11.30751,-1.4284483,-27.349068,-4.8729987,-14.066984,-17.348957,-1.5633594,-22.39279,99.98049,22.317677,32.138847,18.331417,19.958294,16.66075,10.773198,15.350209,11.57775,10.874059,9.090487,11.420675,10.655976,0.22228888,0.2126829,0.27233836,0.1354439,0.17162296,0.11875429,0.19272396,0.1577917,0.16575694,0.2821038,0.23486017,0.4875795,1124.559638730514,521.220317874978,2380.4022726997873,1371.6390117432518,0.05218751511706656,151.99908088235293,0.096612334,folklore_56.wav,folklore
-104.5201,94.54539,6.323068,35.713154,16.529732,4.222216,-10.202827,4.915904,-7.3762565,-0.14630495,-0.12253381,-13.243849,-5.4274006,53.667034,28.083437,19.378117,18.482286,17.109526,14.185966,11.971195,13.232564,12.493358,13.560791,10.184509,11.398247,9.4393635,0.32930565,0.35244316,0.19945751,0.3235802,0.40506524,0.18213911,0.18096887,0.20986673,0.3754587,0.3315143,0.26826334,0.36088532,2100.0495626211264,792.1691063174763,4546.597507346894,2412.7240704678206,0.08474703100812693,83.35433467741936,0.17000754,folklore_57.wav,folklore
-55.91402,108.08356,-0.6121932,28.009092,4.08393,2.2411542,-1.2382952,3.8467984,-5.4667225,4.895033,3.8608735,-0.20389634,2.4408476,37.961105,23.018976,17.510416,11.850093,13.302475,10.001885,12.792517,9.978559,9.408545,8.261893,9.84458,8.913064,7.837215,0.32105947,0.42712232,0.33399677,0.47768363,0.3889741,0.3046086,0.38465488,0.256805,0.26852164,0.20269682,0.33132583,0.37158054,1949.7883520471019,649.4670091544587,4134.824997278928,2309.8256081636214,0.07537331595878483,151.99908088235293,0.22435035,folklore_58.wav,folklore
-106.24241,79.13542,37.956886,7.0469522,-12.347346,-3.2100267,-22.31711,-1.7023085,-10.27278,6.3565283,5.425992,-6.3329854,-0.11579919,54.499672,25.258057,21.446638,17.336987,22.229315,14.688864,15.787722,14.252149,14.82455,12.656203,10.434628,10.81981,10.613891,0.26538315,0.21228427,0.28879726,0.5174375,0.3599206,0.3317389,0.23395352,0.24910386,0.23308839,0.23276073,0.318489,0.27116436,2666.032609670192,934.97688592662,6312.295163748065,2896.119901944884,0.10160596156636997,135.99917763157896,0.18939355,folklore_59.wav,folklore
-145.42485,96.16198,-15.719681,12.833318,1.5353436,2.252282,-0.76277685,3.0519562,-0.12964848,8.652946,-4.1898255,1.7794957,-6.4511423,34.81663,21.56027,13.201332,11.208188,9.120927,7.596656,7.8926387,7.308462,6.8308835,6.315791,8.009994,7.5776496,7.707512,0.3333659,0.1955203,0.28667513,0.2371062,0.4597715,0.29506087,0.21942654,0.3691151,0.2450207,0.3187464,0.23663968,0.38116094,2204.4289015778263,535.6733315319743,4614.422097220879,2381.9003530054956,0.10186446340460527,123.046875,0.069416165,folklore_60.wav,folklore
-50.337486,83.97115,11.803245,24.381256,0.6414861,13.583013,5.85427,4.657198,-1.9087934,8.23113,-2.4093375,-3.0502427,1.8855472,37.068882,18.388285,15.950971,12.937208,11.464163,8.57592,10.279955,10.1705885,9.587511,10.131424,10.449244,8.46532,8.343437,0.4415662,0.2179479,0.200035,0.2120893,0.3969092,0.2851981,0.2706811,0.36681306,0.4197759,0.5366435,0.30830398,0.42841434,2403.777399033461,570.8989844415802,5428.175509898655,2651.7321512446993,0.09807045762383901,99.38401442307692,0.20920272,folklore_61.wav,folklore
-179.12881,77.9785,16.452044,26.893623,12.846809,12.484409,3.0051267,7.811915,-9.287265,3.3111138,-2.3937678,-3.1517775,-2.517174,78.90378,28.322533,26.1538,15.251771,12.9519615,11.633227,11.154311,9.744388,9.95341,12.383204,9.8624115,8.030204,9.212056,0.47559482,0.28631443,0.2875827,0.2305708,0.314299,0.27996513,0.33306754,0.60976785,0.4100372,0.36519194,0.28082207,0.38247874,2472.7868323573366,852.2745085274988,5569.732987253289,2733.222936781697,0.09128554022349071,95.703125,0.07762279,folklore_62.wav,folklore
-207.42778,133.33008,12.451797,21.254019,9.77087,6.327051,5.903937,4.71014,-0.5302349,4.4565735,-0.42076117,2.3666716,3.9759355,57.67791,35.324753,22.311777,19.219452,12.83481,14.050695,10.762125,12.852429,12.233497,13.093467,10.234559,8.309222,10.17869,0.3481531,0.28570992,0.38466412,0.32935944,0.32315376,0.23372303,0.27617776,0.33458248,0.3020416,0.38397345,0.36580423,0.49805585,1401.2888568386973,714.2865529917823,2784.0748317470493,1978.5408546402034,0.046588153661958204,123.046875,0.10126701,folklore_63.wav,folklore
-149.24858,77.61388,-35.15815,27.035767,10.211038,11.586713,6.059584,14.155007,6.294301,7.93347,-6.500558,-2.056291,-3.8652894,21.024734,16.043152,14.667028,9.513495,7.8851185,7.861229,7.803202,6.7575207,7.044501,6.9407725,7.1214967,6.9777374,6.604879,0.44475323,0.42470506,0.3949113,0.346344,0.37846342,0.43646264,0.50972354,0.5493042,0.6672306,0.5531235,0.4829196,0.4965864,2484.9304403022015,403.2687405954441,4809.704249709753,2316.192462026575,0.14055848490712075,99.38401442307692,0.056938607,folklore_64.wav,folklore
-210.88661,79.87269,-20.843992,14.429845,-5.3143644,5.6679387,-0.6206266,4.9276066,-1.6165849,9.078289,-5.2824492,1.2802092,-11.796896,65.06657,22.03388,17.883995,11.146868,10.263217,8.77265,9.911888,10.026331,8.419835,8.746952,8.583261,8.70417,7.5392127,0.32936996,0.31583044,0.31509006,0.32704377,0.40575024,0.51507866,0.61465716,0.44860208,0.3172549,0.3261219,0.27971125,0.29132262,2589.86450737213,679.5818388432986,5283.66805038216,2465.725769046277,0.13362315269446595,92.28515625,0.035553068,folklore_65.wav,folklore
-118.285904,104.30962,-7.170924,14.665095,8.219619,5.707912,-1.6066387,8.211126,-7.1768494,1.7765471,-5.463859,-1.3548985,0.67101854,55.501774,28.136694,19.542166,18.501423,14.356372,12.413025,11.637974,11.112238,10.825904,10.631074,9.711616,8.923873,8.792097,0.3433628,0.26399973,0.2846973,0.27179834,0.38767385,0.24858393,0.37991297,0.35676432,0.3067874,0.43891618,0.31277505,0.41144738,2066.170408552224,731.8520067486635,4359.8153034599945,2340.404360267981,0.09241062790247678,151.99908088235293,0.12288387,folklore_66.wav,folklore
-231.14803,96.22786,-84.41284,17.996721,-39.409157,-15.890427,-24.826002,-9.226034,-18.200766,-12.015538,-8.42678,-13.721047,-10.808775,46.137222,32.73078,15.817832,13.064671,8.869645,9.740609,11.8303175,9.898005,8.627016,11.784606,14.4245205,15.083955,15.240342,0.065309055,0.160175,0.24172275,0.13211831,0.40870038,0.2354951,0.12410115,0.19202875,0.17652617,0.5197702,0.2903809,0.10522122,1897.5297327923925,331.140309130365,3365.7963141568307,1552.674817109507,0.10937462207333591,112.34714673913044,0.06799432,folklore_67.wav,folklore
-137.3635,117.670204,9.026205,26.522038,6.2033443,12.664485,2.6202939,6.6989026,-3.143128,6.627444,1.237403,0.67239624,0.38981953,46.54753,29.735281,21.25988,12.249831,12.578712,9.499537,11.357344,8.918533,8.817253,10.741909,9.486338,8.228759,7.3218846,0.40123165,0.2888928,0.36433336,0.45511997,0.32960492,0.33849692,0.27630854,0.40232912,0.3276256,0.24821427,0.30244157,0.30932322,1752.08796046226,745.7189136528605,3730.4441091815015,2220.012762290641,0.06627359774090558,92.28515625,0.124372356,folklore_68.wav,folklore
-66.70388,79.361145,16.329582,26.83581,14.218461,15.147433,5.0580745,9.383205,1.1084738,7.629074,0.28937593,0.78005785,-1.6744679,44.912243,21.17618,17.897818,12.977132,13.076028,10.987164,9.613894,8.970728,9.142378,9.188228,7.7383466,8.200677,7.8056087,0.35569382,0.37612903,0.52894896,0.42355785,0.45288157,0.45050412,0.31727034,0.34644347,0.3577588,0.43765202,0.3456351,0.32778597,2503.0105766107836,772.3714611592634,5842.13967338066,2797.993175187191,0.09633426252902477,172.265625,0.22230801,folklore_69.wav,folklore
-271.0391,98.444695,23.174334,27.074766,7.095406,10.510526,-6.5214562,5.260838,-3.560952,3.6203594,-4.2856617,-4.8702507,-3.2209241,62.652397,33.433254,25.88936,18.056433,15.194944,13.175057,13.727863,9.707452,10.526205,11.9104595,9.949566,8.228146,8.166213,0.38514552,0.27666223,0.35033545,0.20782843,0.15498576,0.17898239,0.35394406,0.43000707,0.38527617,0.41248986,0.30573675,0.33395174,1988.2130911275092,986.1116433936179,4380.281846368276,2437.0016056417326,0.06939035893962849,129.19921875,0.047989696,folklore_70.wav,folklore
